x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5058.png,7,5.105198e-07,1.6770487e-06,6.4043506e-06,1.0132909e-06,1.340286e-07,1.2978548e-07,1.8296437e-07,1.0,4.2533807e-06,9.500899e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5059.png,8,1.3824927e-06,1.841767e-05,4.507446e-06,1.8085035e-06,2.7822714e-06,2.5660888e-06,1.9604045e-06,1.4007892e-05,1.0,7.245283e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5060.png,9,3.263717e-08,5.582134e-06,1.6559038e-06,3.0992358e-06,7.0792435e-06,1.2010277e-06,4.967991e-08,4.3839004e-06,2.2972397e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5061.png,8,2.0335571e-07,1.4571634e-05,5.490834e-06,2.2770573e-06,3.0406507e-06,4.1190287e-06,9.922887e-07,1.9446183e-05,1.0,7.762033e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5062.png,3,4.6530198e-07,6.343549e-07,1.6935807e-06,1.0,1.1710647e-07,5.326927e-06,2.344095e-06,4.6498877e-07,9.0227513e-07,1.2502733e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5063.png,4,4.0513592e-07,2.0388214e-07,2.8662894e-08,1.5772876e-07,0.9999995,4.688758e-06,1.034198e-06,7.52556e-07,1.8871049e-06,1.8279383e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5064.png,7,4.9785916e-07,1.7022794e-06,5.57087e-06,9.362762e-07,1.3680378e-07,1.2682132e-07,1.4229454e-07,1.0,3.39611e-06,9.276513e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5065.png,8,1.3376891e-06,3.4139386e-05,7.3674687e-06,3.3446609e-06,2.2344977e-06,2.8503757e-06,4.5516226e-06,9.347282e-06,1.0,1.2052675e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5066.png,6,5.8215905e-06,2.1851477e-06,2.8513266e-05,4.1472235e-06,1.1252222e-05,8.0280944e-07,1.0,1.8106591e-07,1.2734077e-07,4.1189278e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5067.png,3,1.7380918e-06,2.2563613e-06,3.721736e-05,1.0,3.838758e-06,2.5058068e-06,6.797235e-06,6.1688417e-07,0.00014765702,1.2126601e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5068.png,4,1.1123534e-07,1.960814e-06,1.2682406e-08,4.2907917e-07,0.9999994,4.70742e-05,5.5171636e-06,2.5790058e-07,4.2028995e-07,1.01591795e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5069.png,0,0.99999976,2.0914691e-05,1.0391234e-06,3.5295939e-06,1.1511647e-06,2.5205782e-06,7.2165e-06,1.0777705e-06,5.968131e-07,4.039549e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5070.png,9,3.6885234e-07,2.200279e-06,1.3197401e-05,2.789392e-05,3.804263e-06,1.7927582e-06,1.3685645e-08,1.9310125e-06,1.1613281e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5071.png,7,4.9902377e-07,1.6616096e-06,5.430235e-06,9.52658e-07,1.3404188e-07,1.2518697e-07,1.4017961e-07,1.0,3.3002389e-06,9.366699e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5072.png,1,4.6968915e-05,1.0,2.0811065e-07,7.8941326e-08,6.0774537e-06,6.0295847e-06,2.01883e-06,2.7148875e-05,1.0421065e-06,8.574785e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5073.png,9,1.6407047e-07,3.2905311e-06,7.636604e-06,1.2823707e-05,5.0844255e-06,1.4982762e-06,1.7729198e-08,2.434994e-06,1.451592e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5074.png,3,4.0182752e-07,6.6582993e-07,2.3648222e-06,1.0,2.3633245e-07,5.2407613e-06,2.770452e-06,6.6232576e-07,1.4729951e-06,1.1873922e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5075.png,8,2.572327e-06,2.1346601e-05,4.368521e-06,1.6260174e-06,2.6466514e-06,2.1895742e-06,2.9071682e-06,1.1958367e-05,1.0,1.7864499e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5076.png,4,4.3627657e-07,1.8370868e-07,2.9744497e-08,1.4562869e-07,0.9999995,4.2359784e-06,9.416688e-07,8.0594845e-07,2.0623972e-06,1.9372921e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5077.png,7,4.9819215e-07,1.6890257e-06,5.4745205e-06,9.394264e-07,1.3571042e-07,1.2601248e-07,1.3977473e-07,1.0,3.3100857e-06,9.307831e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5078.png,3,1.06856205e-05,5.413559e-06,2.9264364e-05,0.99965465,2.5252336e-06,0.0004129772,6.3656053e-06,1.7014141e-06,0.99974614,4.9522628e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5079.png,0,0.99999976,2.136163e-05,9.816256e-07,2.9214982e-06,1.3081741e-06,2.778101e-06,8.12577e-06,9.163318e-07,6.437144e-07,4.7190247e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5080.png,9,3.8109153e-08,5.1055617e-06,1.8815056e-06,3.6152396e-06,6.444168e-06,1.2728424e-06,4.6487834e-08,4.098641e-06,2.1268077e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5081.png,1,3.59696e-05,1.0,2.2580699e-07,7.618985e-08,5.1061365e-06,5.8786195e-06,1.9636152e-06,2.7803411e-05,9.811577e-07,8.703434e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5082.png,4,7.1928383e-07,9.839203e-08,3.9003282e-08,8.862079e-08,0.99999964,2.3016783e-06,5.394231e-07,1.2074717e-06,3.4743994e-06,3.1249943e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\5083.png,5,1.9559847e-07,8.247445e-06,8.49079e-09,1.5920616e-06,2.443317e-06,1.0,1.465232e-06,5.183487e-07,5.948788e-06,3.8644735e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5084.png,4,4.9923324e-07,1.7755261e-07,3.1635928e-08,1.1884144e-07,0.9999995,4.0401073e-06,8.281819e-07,9.1884857e-07,2.3269604e-06,2.668199e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5085.png,6,3.4460765e-05,3.0938052e-06,2.5487858e-05,3.079026e-06,9.333046e-06,5.8955914e-07,1.0,1.2696049e-07,2.827782e-07,3.3154756e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5086.png,2,0.0009468947,5.2428757e-05,0.9999999,1.3631428e-06,0.00028430266,1.928885e-08,2.1375681e-06,2.9491862e-06,1.3145047e-05,0.00052801415
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5087.png,0,0.99999976,1.7551534e-05,1.2603933e-06,2.4512965e-06,1.5264434e-06,2.0701573e-06,1.0303408e-05,6.4357135e-07,8.18101e-07,6.039425e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5088.png,6,0.00010556457,4.890541e-06,1.5739754e-05,3.129268e-06,7.3167607e-06,1.0861055e-06,1.0,8.896867e-08,3.0468045e-06,5.406592e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5089.png,2,6.241627e-06,2.8895562e-05,1.0,2.4578792e-06,1.0460962e-05,6.8502395e-08,5.3209965e-06,8.129444e-06,2.5733357e-06,4.700941e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5090.png,1,2.4393928e-05,1.0,2.5190397e-07,6.517199e-08,3.9134734e-06,5.4429947e-06,2.321904e-06,2.839574e-05,8.7814794e-07,1.0301484e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5091.png,1,7.7829536e-05,1.0,1.674963e-07,6.8908506e-08,1.10542405e-05,8.485436e-06,3.1194086e-06,2.2960021e-05,9.790806e-07,5.7547436e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5092.png,1,2.3668736e-05,1.0,2.3028039e-07,7.328532e-08,3.1330333e-06,6.0820576e-06,2.1191968e-06,2.5456013e-05,9.784738e-07,9.16643e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5093.png,1,2.573719e-05,1.0,2.1921515e-07,8.0005584e-08,3.4190598e-06,6.276367e-06,1.9346126e-06,2.5462787e-05,9.774628e-07,8.197997e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5094.png,7,5.259404e-07,1.6831469e-06,5.2960636e-06,9.553146e-07,1.4250571e-07,1.2254337e-07,1.3283336e-07,1.0,3.1609202e-06,9.405789e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5095.png,2,8.9425275e-06,4.3259192e-06,1.0,6.9683147e-06,1.4738926e-05,1.834789e-08,7.958937e-06,1.1928138e-05,1.0901695e-05,9.99156e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5096.png,4,6.681013e-07,1.0720499e-07,3.7479843e-08,9.5161504e-08,0.99999964,2.5062131e-06,5.83935e-07,1.1423872e-06,3.2237124e-06,2.9104998e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5097.png,7,4.7618596e-06,3.3175725e-06,4.598925e-06,1.0374886e-06,1.4749435e-06,9.187218e-08,1.2068276e-07,1.0,3.7075254e-06,1.0627509e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\5098.png,5,2.1081918e-07,1.0870726e-05,6.373333e-09,1.3133467e-06,2.3765197e-06,1.0,1.4469342e-06,4.612611e-07,7.1223526e-06,3.635819e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5099.png,2,3.7402508e-06,5.5310607e-06,1.0,2.9924313e-06,2.6244304e-06,4.31188e-08,2.7514772e-05,7.632585e-06,9.337062e-06,7.6737837e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5100.png,9,5.4481956e-07,3.1290979e-06,2.484048e-05,2.9132963e-05,6.977617e-06,1.3564359e-06,6.7478676e-09,1.8340038e-06,1.315213e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5101.png,4,3.7317747e-07,2.2239651e-07,2.746486e-08,1.7152053e-07,0.9999995,5.1128022e-06,1.1247073e-06,7.0944577e-07,1.7408039e-06,1.6648484e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\5102.png,5,2.3794105e-07,1.0256928e-05,7.125402e-09,1.3496278e-06,2.2440308e-06,1.0,1.337911e-06,4.5686133e-07,7.102262e-06,3.6101267e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5103.png,8,2.1194758e-06,1.923795e-05,4.2898077e-06,1.7678077e-06,2.7969431e-06,2.3280259e-06,2.2426211e-06,1.3506192e-05,1.0,1.15794255e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5104.png,4,7.0584537e-07,9.83622e-08,3.8040813e-08,9.097537e-08,0.99999964,2.3217026e-06,5.600192e-07,1.2559215e-06,3.5162022e-06,3.0313364e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5105.png,2,3.917596e-06,6.6380126e-06,1.0,3.8686917e-06,7.320467e-06,3.5441843e-08,2.0560603e-05,7.984983e-06,1.772979e-05,8.358085e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5106.png,9,8.305787e-08,4.5660395e-06,4.66073e-06,6.8513828e-06,6.6008624e-06,1.2368288e-06,2.2796286e-08,3.1073891e-06,1.8752359e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5107.png,7,4.9671434e-07,1.6867464e-06,5.4701686e-06,9.3847177e-07,1.3491153e-07,1.2611083e-07,1.3998803e-07,1.0,3.3027795e-06,9.303872e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5108.png,0,0.99999976,1.6274604e-05,1.270795e-06,2.3548298e-06,1.5752285e-06,2.0496932e-06,1.2791645e-05,5.742452e-07,1.0422278e-06,6.8708355e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5109.png,0,0.99999976,1.7565464e-05,1.258792e-06,2.626879e-06,1.4485247e-06,1.962419e-06,9.6078875e-06,7.018341e-07,7.639574e-07,5.5823202e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5110.png,7,4.6984985e-07,1.7638251e-06,5.8643573e-06,8.8152524e-07,1.2835872e-07,1.3407399e-07,1.5518157e-07,1.0,3.5678463e-06,9.039779e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\5111.png,5,2.4664587e-07,9.902808e-06,7.641613e-09,1.4297988e-06,2.2206152e-06,1.0,1.2908906e-06,4.4447802e-07,6.765837e-06,3.7230263e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5112.png,1,2.8649543e-05,1.0,2.5198733e-07,6.4237135e-08,5.258544e-06,5.0862004e-06,2.4522412e-06,3.17035e-05,8.348964e-07,1.017121e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5113.png,1,3.035363e-05,1.0,2.2310091e-07,7.7302325e-08,4.0772265e-06,6.0652487e-06,1.9709282e-06,2.6407684e-05,9.961619e-07,8.569186e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5114.png,7,5.0922057e-07,1.6764443e-06,5.3011418e-06,9.5221736e-07,1.3814972e-07,1.2350932e-07,1.32972e-07,1.0,3.1570278e-06,9.400103e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5115.png,6,1.6672066e-06,1.0095956e-06,2.6515918e-05,6.4044907e-06,1.7799963e-05,9.581769e-07,0.9999999,2.3513665e-07,1.7828953e-07,4.7364956e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5116.png,6,1.6753223e-06,1.1845157e-06,3.1289608e-05,5.46237e-06,1.4996948e-05,5.8319375e-07,0.9999999,2.72859e-07,8.069077e-08,5.244603e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5117.png,6,2.6595376e-06,1.2057997e-06,2.9954474e-05,5.472261e-06,1.4245222e-05,6.049981e-07,1.0,2.3839553e-07,1.2742531e-07,7.679254e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5118.png,8,3.9710216e-07,1.5490241e-05,5.2585942e-06,2.1071817e-06,2.9605087e-06,3.4911122e-06,1.2426765e-06,1.7340142e-05,1.0,1.6683564e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5119.png,2,2.7603432e-06,1.075273e-05,1.0,3.5069058e-06,3.2958258e-06,5.476509e-08,3.323042e-05,6.1200285e-06,7.2956072e-06,1.1086577e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5120.png,2,2.6660207e-06,2.890881e-06,1.0,2.120535e-06,2.5210753e-07,4.3592298e-08,4.4532233e-05,5.3910194e-06,1.4037656e-06,6.253474e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5121.png,7,1.7860723e-06,2.4585615e-06,4.911574e-06,9.947503e-07,5.2422274e-07,1.0361867e-07,1.2463565e-07,1.0,3.4561438e-06,9.858569e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5122.png,7,5.039565e-07,1.6751242e-06,5.4068105e-06,9.503921e-07,1.3647697e-07,1.2489504e-07,1.3820231e-07,1.0,3.274859e-06,9.370308e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5123.png,4,7.9694865e-07,8.621757e-08,4.148514e-08,7.9582634e-08,0.99999964,2.0252553e-06,4.760302e-07,1.3265515e-06,3.883152e-06,3.435219e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5124.png,0,0.99999976,1.9100771e-05,1.1275598e-06,2.3108848e-06,1.5203792e-06,2.104884e-06,1.0255333e-05,6.3977365e-07,6.7446535e-07,6.371236e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5125.png,2,2.048886e-06,4.005949e-05,1.0,7.560377e-07,1.712311e-07,8.374538e-07,8.213442e-05,3.841684e-06,5.421809e-07,7.0607693e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5126.png,4,1.1916732e-06,6.7993035e-08,4.8824596e-08,5.9594527e-08,0.9999995,1.3425379e-06,4.2795656e-07,1.83949e-06,5.875957e-06,4.1317784e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5127.png,2,2.520042e-06,1.866616e-06,1.0,2.5684612e-06,1.0959646e-07,3.9004323e-08,6.6464934e-05,6.377211e-06,9.368345e-07,5.665497e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5128.png,1,2.1899896e-05,1.0,2.2531631e-07,7.713678e-08,2.8525023e-06,6.443934e-06,1.9863712e-06,2.4501314e-05,9.771404e-07,8.315621e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5129.png,8,6.94077e-07,1.6790951e-05,4.8767133e-06,1.91104e-06,2.8740742e-06,3.118296e-06,1.5550097e-06,1.6569367e-05,1.0,3.262518e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5130.png,9,6.1349894e-08,4.609274e-06,2.601847e-06,5.114943e-06,6.68134e-06,1.3092388e-06,3.7513672e-08,3.6877252e-06,1.9693107e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5131.png,6,3.6099752e-06,1.331106e-06,3.070152e-05,5.047346e-06,1.3051774e-05,5.2324833e-07,1.0,2.2864049e-07,1.2393042e-07,1.10146146e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5132.png,1,8.985903e-06,1.0,5.4041533e-07,2.4291342e-08,6.531474e-06,2.550319e-06,6.1222004e-06,6.0813796e-05,3.149241e-07,2.601537e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5133.png,0,0.99999976,1.4387373e-05,1.6473022e-06,2.217809e-06,1.7357295e-06,1.5655266e-06,1.1743415e-05,5.1554895e-07,1.0180129e-06,6.7670303e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\5134.png,5,2.720364e-07,9.905529e-06,7.989865e-09,1.5192342e-06,2.1807757e-06,1.0,1.232357e-06,4.394388e-07,6.974876e-06,3.6719123e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5135.png,9,5.48154e-07,2.8042375e-06,2.0488533e-05,3.0367788e-05,6.073966e-06,1.4069609e-06,8.31493e-09,1.937033e-06,1.2874139e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5136.png,6,2.6318417e-06,1.371742e-06,2.440498e-05,6.5602835e-06,1.5143323e-05,2.009926e-06,0.9999999,2.2392776e-07,4.8177515e-07,4.712076e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5137.png,9,1.7188634e-07,3.177713e-06,5.6756926e-06,1.22996635e-05,5.4385996e-06,1.5498309e-06,2.3259561e-08,2.7405345e-06,1.492267e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5138.png,8,4.770008e-07,1.4229717e-05,5.7074562e-06,2.3157475e-06,3.0017661e-06,3.7233535e-06,1.1489341e-06,1.724336e-05,1.0,1.6338641e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5139.png,0,0.99999976,1.8570334e-05,1.1720942e-06,2.0778473e-06,1.6391691e-06,1.9677993e-06,1.1623282e-05,5.4480813e-07,7.172871e-07,7.3009246e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5140.png,3,0.18544827,2.0546076e-05,5.180082e-07,0.9997186,0.000513004,4.963614e-05,5.529064e-05,2.6360633e-10,0.0032635585,5.467999e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5141.png,0,0.99999976,2.658636e-05,7.505242e-07,2.5986135e-06,1.3314894e-06,3.309202e-06,8.1802045e-06,9.0818776e-07,4.0125042e-07,5.0997664e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5142.png,8,2.3026728e-06,1.9545038e-05,4.239094e-06,1.7446563e-06,2.7659057e-06,2.2741451e-06,2.3208856e-06,1.3184181e-05,1.0,1.2841514e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5143.png,3,3.6726928e-07,4.896505e-07,2.0014409e-06,1.0,1.8737185e-07,5.046273e-06,2.077356e-06,5.1467697e-07,5.438426e-07,1.2664208e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5144.png,9,2.1709992e-07,3.4073023e-06,7.523318e-06,1.3807989e-05,6.4226206e-06,1.4316545e-06,1.7867704e-08,2.5783738e-06,1.5074144e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5145.png,6,8.368755e-06,2.5302502e-06,2.515412e-05,6.4939663e-06,8.125902e-06,6.0155758e-06,1.0,1.7593936e-07,2.17326e-06,6.902492e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5146.png,3,3.8290545e-07,5.79582e-07,1.4439512e-06,1.0,1.599624e-07,4.5854845e-06,1.3954182e-06,4.534076e-07,4.8991393e-07,1.337273e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5147.png,0,0.99999976,2.8242099e-05,6.811102e-07,3.1141442e-06,1.124111e-06,3.94691e-06,7.2121516e-06,1.1236299e-06,4.5173294e-07,4.477541e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5148.png,1,9.3821645e-06,1.0,2.4338186e-07,7.262159e-08,1.2332482e-06,7.0024685e-06,2.1789258e-06,2.1854206e-05,8.856095e-07,8.267118e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5149.png,2,2.3781772e-06,2.4039969e-06,1.0,2.075166e-06,1.1937212e-07,4.7118515e-08,5.9269612e-05,4.942477e-06,8.626154e-07,5.6422584e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5150.png,3,3.8526284e-07,7.438488e-07,2.113104e-06,1.0,5.947506e-07,3.7728842e-06,7.5447184e-07,5.6128584e-07,8.3288836e-07,1.3234253e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5151.png,4,5.195915e-07,1.4137434e-07,3.093894e-08,1.2554935e-07,0.9999995,3.2427279e-06,8.0695753e-07,1.0332832e-06,2.6536293e-06,2.300719e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\5152.png,5,1.8409679e-07,9.847603e-06,7.951219e-09,1.7553843e-06,2.4545366e-06,1.0,1.6140361e-06,4.987987e-07,6.387199e-06,3.576967e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5153.png,6,1.1701766e-06,1.2640238e-06,2.7162836e-05,5.5505116e-06,1.7712688e-05,8.7590973e-07,0.9999999,3.3580383e-07,1.17924024e-07,2.4337252e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5154.png,7,5.3801386e-07,1.5577942e-06,8.228637e-06,1.0369347e-06,1.2547991e-07,1.4449138e-07,3.348237e-07,1.0,7.1430654e-06,9.8023565e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5155.png,0,0.99999976,2.286857e-05,8.620825e-07,2.7166232e-06,1.3414334e-06,2.989456e-06,9.680232e-06,7.775236e-07,6.080064e-07,5.626945e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5156.png,1,1.212859e-05,1.0,2.2499916e-07,7.7641154e-08,1.5278649e-06,7.0029696e-06,2.1054823e-06,2.2623735e-05,9.532842e-07,7.788475e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5157.png,2,2.158218e-06,1.5086944e-06,1.0,3.77219e-06,9.920327e-08,3.031328e-08,0.00013879314,1.0625016e-05,2.2273534e-06,4.3582082e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5158.png,3,4.9243454e-07,9.851254e-07,1.4877766e-06,1.0,4.6021535e-07,4.368996e-06,7.0758756e-07,5.138393e-07,1.0010722e-06,1.0755643e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5159.png,4,1.4992209e-07,2.235244e-06,1.4525233e-08,8.569889e-07,0.99999905,8.240432e-06,1.9925185e-06,5.157442e-07,9.209619e-07,1.0988633e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\5160.png,5,2.1271248e-07,1.0334003e-05,6.7734516e-09,1.3133681e-06,2.3444395e-06,1.0,1.4058985e-06,4.769918e-07,6.8886616e-06,3.6103197e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\5161.png,6,6.0357354e-07,1.5718938e-06,2.9080282e-05,4.7823164e-06,2.554431e-05,7.8934613e-07,0.9999999,4.9750463e-07,6.715489e-08,8.99844e-09
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\5162.png,7,8.3238893e-07,1.9202935e-06,5.202041e-06,9.820178e-07,2.3186506e-07,1.1467103e-07,1.3151788e-07,1.0,3.325114e-06,9.601605e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\5163.png,8,9.358183e-07,1.7387103e-05,4.7392255e-06,1.8906286e-06,2.8461818e-06,2.8365137e-06,1.6990435e-06,1.5153176e-05,1.0,4.572005e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\5164.png,9,2.1139934e-08,6.4521923e-06,8.5755624e-07,1.9305487e-06,8.4078e-06,1.193114e-06,8.183603e-08,5.454858e-06,2.5714587e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\5165.png,0,0.9999994,3.5717716e-05,1.9284295e-07,2.9358509e-05,4.020648e-07,1.9184456e-05,3.2504275e-05,3.2058722e-06,5.381596e-07,1.8090537e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\5166.png,1,1.9996201e-05,1.0,2.6478608e-07,6.133258e-08,3.815643e-06,5.281401e-06,2.5500683e-06,3.0444837e-05,7.7246597e-07,1.0299519e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\5167.png,2,2.2994843e-06,2.82196e-06,1.0,2.1978883e-06,1.4817175e-07,5.0882196e-08,6.6782595e-05,4.725524e-06,1.0345295e-06,5.775355e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\5168.png,3,4.527314e-07,1.0606312e-06,3.2780963e-06,1.0,2.216441e-06,3.4808234e-06,5.493336e-07,7.536894e-07,2.2041097e-06,1.3160752e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\5169.png,4,4.3655916e-07,1.7683206e-07,2.8763996e-08,1.4723264e-07,0.9999995,4.1132625e-06,9.712928e-07,8.7674795e-07,2.1491048e-06,1.9398396e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\5170.png,5,2.291692e-07,1.0246566e-05,7.0349775e-09,1.3411302e-06,2.2971258e-06,1.0,1.3421051e-06,4.6312206e-07,6.9456437e-06,3.6076626e-06
